Location,Postcode,City
Kampung India,31910,Kampar
Kampung Kurnia,31910,Kampar
Kampung Mendeling,31910,Kampar
Kampung Tengah Tronoh Mines,31910,Kampar
Kampung Tersusun,31910,Kampar
Taman Mesra Raayat,31910,Kampar
Kampar - Beg BerKunci,31909,Kampar
Aston Settelement,31900,Kampar
Ayer Kuning,31900,Kampar
Batu Karam,31900,Kampar
Batu Putih,31900,Kampar
Hong Chan Estate,31900,Kampar
Kampar,31900,Kampar
Kampung Abdullah,31900,Kampar
Kampung Abdullah Ayer Kuning,31900,Kampar
Kampung Baru,31900,Kampar
Kampung Baru (Jalan Ayer Terjun),31900,Kampar
Kampung Baru Air Kuning,31900,Kampar
Kampung Baru Ayer Kuning,31900,Kampar
Kampung Baru Hulu Dan Hilir,31900,Kampar
Kampung Baru Sungai Kroh,31900,Kampar
Kampung Batu Berangkai,31900,Kampar
Kampung Batu Karang,31900,Kampar
Kampung Changkat,31900,Kampar
Kampung Changkat Pinggan,31900,Kampar
Kampung Haji Dahalan,31900,Kampar
Kampung Haji Dahalan,31900,Kampar
Kampung Jawa,31900,Kampar
Kampung Keranji,31900,Kampar
Kampung Malaya,31900,Kampar
Kampung Masjid,31900,Kampar
Kampung Masjid Ayer Kuning,31900,Kampar
Kampung Masjid Simpang Empat,31900,Kampar
Kampung Padang Tembak,31900,Kampar
Kampung Sekolah Keranji Baru,31900,Kampar
Kampung Sekolah Keranji Lama,31900,Kampar
Kampung Simpang Ampat,31900,Kampar
Kampung Simpang Lima,31900,Kampar
Kampung Simpang Tiga,31900,Kampar
Kampung Simpang Tiga,31900,Kampar
Kampung Sultan,31900,Kampar
Kampung Sungai Kurong Dalam,31900,Kampar
Kampung Sungai Kurong Dalam,31900,Kampar
Kampung Sungai Kurong Luar,31900,Kampar
Kampung Sungai Kurong Luar,31900,Kampar
Kampung Sungai Lesong,31900,Kampar
Kampung Talam Mines,31900,Kampar
Kampung Tanjung Rengas,31900,Kampar
Kampung Tengah,31900,Kampar
Kampung Tersusun Jalan Labu,31900,Kampar
Labu Kuchi,31900,Kampar
New Wah Long,31900,Kampar
Pearl Park,31900,Kampar
Simpang Ampat,31900,Kampar
Taman Air Kuning,31900,Kampar
Taman Angkasa,31900,Kampar
Taman Bandar Baru,31900,Kampar
Taman Bandar Utama,31900,Kampar
Taman Eastern,31900,Kampar
Taman Elok,31900,Kampar
Taman Elok,31900,Kampar
Taman Golden Dragon,31900,Kampar
Taman Indah,31900,Kampar
Taman Intan,31900,Kampar
Taman Joo Loong,31900,Kampar
Taman Kampar,31900,Kampar
Taman Kampar Jaya,31900,Kampar
Taman Kampar Perdana,31900,Kampar
Taman Mahsuri,31900,Kampar
Taman Mambang,31900,Kampar
Taman Mambang,31900,Kampar
Taman Melayu Jaya,31900,Kampar
Taman Naga Emas,31900,Kampar
Taman Pelangi,31900,Kampar
Taman Perak,31900,Kampar
Taman Rose,31900,Kampar
Taman Sejahtera,31900,Kampar
Taman Sentosa,31900,Kampar
Taman Sentosa Baru,31900,Kampar
Taman Sentosa Lama,31900,Kampar
Taman Seri Emas,31900,Kampar
Taman Seri Kampar,31900,Kampar
Taman Tasek,31900,Kampar
Taman Timur,31900,Kampar
Kampung Tersusun Air Kuning,31920,Kampar
Taman Merdeka,31920,Kampar
Tronoh Mines,31920,Kampar
Kampung Baru Ayer Kuning,31950,Kampar
Kampung Mambang Di Awan Barat,31950,Kampar
Kampung Mambang Di Awan Selatan,31950,Kampar
Kampung Mambang Di Awan Timur,31950,Kampar
Kampung Mambang Di Awan Utara,31950,Kampar
Mambang Di Awan,31950,Kampar
Taman Damai 1 - 3,31950,Kampar
Taman Di Awan,31950,Kampar
Kampung Parit Jerman,32000,Sitiawan
Kampung Pekan Gurney,32000,Sitiawan
Kampung Seberang Parit,32000,Sitiawan
Kampung Selamat,32000,Sitiawan
Kampung Serdang,32000,Sitiawan
Kampung Simpang Dua,32000,Sitiawan
Kampung Simpang Lima,32000,Sitiawan
Kampung Sitiawan,32000,Sitiawan
Kampung Spynie,32000,Sitiawan
Kampung Sri Acheh,32000,Sitiawan
Kampung Suffolk,32000,Sitiawan
Kampung Sungai Lombong,32000,Sitiawan
Kampung Sungai Rumput,32000,Sitiawan
Kampung Sungai Tiram,32000,Sitiawan
Kampung Tanjong Kepah,32000,Sitiawan
Kampung Telok Batu,32000,Sitiawan
Kampung Telok Luas,32000,Sitiawan
Kampung Telok Pulai,32000,Sitiawan
Kampung Tersusun (Batu 6 Lekir),32000,Sitiawan
Kampung Tersusun Batu 10 Lekir,32000,Sitiawan
Kampung Tersusun Batu 7 Lekir,32000,Sitiawan
Kampung Tersusun Spg. 4,32000,Sitiawan
Kampung Ulu,32000,Sitiawan
Kampung Ulu Kayan,32000,Sitiawan
Kayan,32000,Sitiawan
Kok Lim Estate,32000,Sitiawan
Ladang Fima,32000,Sitiawan
Ladang Haroff,32000,Sitiawan
Ladang Sitiawan,32000,Sitiawan
Ladang Sulfolk,32000,Sitiawan
Ladang Tok Perdana,32000,Sitiawan
Ladang Wibawa,32000,Sitiawan
Lekir,32000,Sitiawan
Lekir (Km 16 - 23),32000,Sitiawan
Lumut Kiri,32000,Sitiawan
Lumut Maritime Kampung Acheh,32000,Sitiawan
Parit Haji Dollah,32000,Sitiawan
Pasir Belanda,32000,Sitiawan
Pekan Gurney,32000,Sitiawan
Pelabuhan Lumut,32000,Sitiawan
Pulau Tanjong Kepah,32000,Sitiawan
Rumah Awam,32000,Sitiawan
Simpang Dua,32000,Sitiawan
Simpang Lima,32000,Sitiawan
Sitiawan,32000,Sitiawan
Sitiawan (Km 10),32000,Sitiawan
Sungai Lombong,32000,Sitiawan
Sungai Tiram,32000,Sitiawan
Taman Acheh Jaya,32000,Sitiawan
Taman Aman,32000,Sitiawan
Taman Aman Damai,32000,Sitiawan
Taman Aman Muhibbah 1 & 2,32000,Sitiawan
Taman Aman Muhibbah 3 & 4,32000,Sitiawan
Taman Aman Permai,32000,Sitiawan
Taman Anson,32000,Sitiawan
Taman Arasu,32000,Sitiawan
Taman Astaka,32000,Sitiawan
Taman Awam,32000,Sitiawan
Taman Bahagia,32000,Sitiawan
Taman Bakti,32000,Sitiawan
Taman Baru,32000,Sitiawan
Taman Bauhinia,32000,Sitiawan
Taman Bayu Permai,32000,Sitiawan
Taman Berjaya,32000,Sitiawan
Taman Berjaya Sama (Kampung Koh),32000,Sitiawan
Taman Berkat (Kampung Selamat),32000,Sitiawan
Taman Berpadu,32000,Sitiawan
Taman Bintang,32000,Sitiawan
Taman Bunga Raya,32000,Sitiawan
Taman Bunga Ros,32000,Sitiawan
Taman Bunga Tanjung,32000,Sitiawan
Taman Cahaya,32000,Sitiawan
Taman Cantik Pekan Gurney,32000,Sitiawan
Taman Cempaka,32000,Sitiawan
Taman Chin San Hoe,32000,Sitiawan
Taman Dahlia,32000,Sitiawan
Taman Delima Kampung Koh,32000,Sitiawan
Taman Delima P. Gurney,32000,Sitiawan
Taman Desa 1,32000,Sitiawan
Taman Desa Aman,32000,Sitiawan
Taman Desa Bintang,32000,Sitiawan
Taman Desa Maju,32000,Sitiawan
Taman Desa Permai,32000,Sitiawan
Taman Desa Ria,32000,Sitiawan
Taman Desa Simpang 2,32000,Sitiawan
Taman Green Villa,32000,Sitiawan
Taman Guru,32000,Sitiawan
Taman Guru II,32000,Sitiawan
Taman Harmoni,32000,Sitiawan
Taman Hijau,32000,Sitiawan
Taman Hijau 2,32000,Sitiawan
Taman Hijau Indah,32000,Sitiawan
Taman Ilmu,32000,Sitiawan
Taman Ilmu 2,32000,Sitiawan
Taman Indah,32000,Sitiawan
Taman Indah (Kampung Koh),32000,Sitiawan
Taman Indah Muhibah,32000,Sitiawan
Taman Intan Kampung Koh,32000,Sitiawan
Taman Intan Sitiawan,32000,Sitiawan
Taman Jasmin,32000,Sitiawan
Acheh Baru,32000,Sitiawan
Arcadia Estate,32000,Sitiawan
Arunasalam Estate,32000,Sitiawan
Back Street,32000,Sitiawan
Bangunan Mara,32000,Sitiawan
Bintang Estate,32000,Sitiawan
Desa Semarak,32000,Sitiawan
Felcra Lekir 2,32000,Sitiawan
Felcra Sitiawan,32000,Sitiawan
Fordson Estate,32000,Sitiawan
Jalan Baru,32000,Sitiawan
Jalan Bruas (Batu 1),32000,Sitiawan
Jalan Dato Ahmad Yunus,32000,Sitiawan
Jalan Kampung Koh,32000,Sitiawan
Jalan Lekir Kampung Koh,32000,Sitiawan
Jalan Lumut,32000,Sitiawan
Jalan Mohmad,32000,Sitiawan
Jalan Pasir Panjang,32000,Sitiawan
Jalan Raja Omar,32000,Sitiawan
Jalan Senawi,32000,Sitiawan
Jalan Sitiawan,32000,Sitiawan
Jalan Tazali,32000,Sitiawan
Jalan Tok Perdana,32000,Sitiawan
Kampung Acheh,32000,Sitiawan
Kampung Baru Kampung Koh,32000,Sitiawan
Kampung Batu 10 Parit,32000,Sitiawan
Kampung Batu 15 (Parit Hindu),32000,Sitiawan
Kampung Batu 6 (Lekir),32000,Sitiawan
Kampung Batu 9 1/2 (Selaba),32000,Sitiawan
Kampung Bintang,32000,Sitiawan
Kampung Cina,32000,Sitiawan
Kampung Darat Jelutong,32000,Sitiawan
Kampung Derlik,32000,Sitiawan
Kampung Kayan,32000,Sitiawan
Kampung Kelir,32000,Sitiawan
Kampung Koh,32000,Sitiawan
Kampung Lekir,32000,Sitiawan
Kampung Masjid,32000,Sitiawan
Kampung Parit,32000,Sitiawan
Kampung Parit Haji Dollah,32000,Sitiawan
Kampung Parit Haji Husain,32000,Sitiawan
Taman Jati (1- 2),32000,Sitiawan
Taman Jati Indah,32000,Sitiawan
Taman Jaya,32000,Sitiawan
Taman Juta Jaya,32000,Sitiawan
Taman Kampung Koh,32000,Sitiawan
Taman Kasturi,32000,Sitiawan
Taman Kenangan,32000,Sitiawan
Taman Kiara,32000,Sitiawan
Taman Kim Joo,32000,Sitiawan
Taman Kot Tai,32000,Sitiawan
Taman Kris,32000,Sitiawan
Taman Krishnan,32000,Sitiawan
Taman Kurnia,32000,Sitiawan
Taman Lapangan Terbang,32000,Sitiawan
Taman Lekir,32000,Sitiawan
Taman Lekir Baru,32000,Sitiawan
Taman Limau,32000,Sitiawan
Taman Mahawangsa (Kampung Koh),32000,Sitiawan
Taman Mahawasa,32000,Sitiawan
Taman Maju,32000,Sitiawan
Taman Maju Indah,32000,Sitiawan
Taman Maju Mewah,32000,Sitiawan
Taman Makmor,32000,Sitiawan
Taman Mas,32000,Sitiawan
Taman Mas (Kampung Koh),32000,Sitiawan
Taman Mas 1,32000,Sitiawan
Taman Mas II (Kampung China),32000,Sitiawan
Taman Mawar,32000,Sitiawan
Taman Mega (2 & 3),32000,Sitiawan
Taman Megah,32000,Sitiawan
Taman Megah Terang,32000,Sitiawan
Taman Merak,32000,Sitiawan
Taman Mewah Aman,32000,Sitiawan
Taman Mewah Aman II,32000,Sitiawan
Taman Mewah Jaya,32000,Sitiawan
Taman Min Aun,32000,Sitiawan
Taman Muhibbah (1 - 3),32000,Sitiawan
Taman Muniandy,32000,Sitiawan
Taman Murni,32000,Sitiawan
Taman Mutiara,32000,Sitiawan
Taman Nesh,32000,Sitiawan
Taman Okid,32000,Sitiawan
Taman Pegawai,32000,Sitiawan
Taman Pekan Gurney,32000,Sitiawan
Taman Pelangi,32000,Sitiawan
Taman Permatang Impian,32000,Sitiawan
Taman Permatang Jaya,32000,Sitiawan
Taman Plaza,32000,Sitiawan
Taman Raja Muda Musa,32000,Sitiawan
Taman Raja Muda Musa II & IV,32000,Sitiawan
Taman Raja Shamriman,32000,Sitiawan
Taman Rakyat,32000,Sitiawan
Taman Rasa Sayang,32000,Sitiawan
Taman Sejati (1 - 2),32000,Sitiawan
Taman Selamat,32000,Sitiawan
Taman Seng Hong,32000,Sitiawan
Taman Sentosa (1 - 2),32000,Sitiawan
Taman Sepakat,32000,Sitiawan
Taman Serdang,32000,Sitiawan
Taman Seri Jaya,32000,Sitiawan
Taman Seri Kampung Koh,32000,Sitiawan
Taman Seri Kampung Sitiawan,32000,Sitiawan
Taman Seri Koh - 1,32000,Sitiawan
Taman Seri Krishnan,32000,Sitiawan
Taman Seri Lekir,32000,Sitiawan
Taman Seri Maju,32000,Sitiawan
Taman Seri Selamat,32000,Sitiawan
Taman Seroja,32000,Sitiawan
Taman Seroja II,32000,Sitiawan
Taman Setia,32000,Sitiawan
Taman Setia Jaya,32000,Sitiawan
Taman Setia Maju,32000,Sitiawan
Taman Singa,32000,Sitiawan
Taman Singa (1 & 2),32000,Sitiawan
Taman Singa Baru,32000,Sitiawan
Taman Sitiawan,32000,Sitiawan
Taman Sitiawan 1,32000,Sitiawan
Taman Sitiawan 2,32000,Sitiawan
Taman Sitiawan Jaya,32000,Sitiawan
Taman Sitiawan Maju,32000,Sitiawan
Taman Sitiawan Maju 2,32000,Sitiawan
Taman Sri Kayan,32000,Sitiawan
Taman Sri Koh,32000,Sitiawan
Taman Suria,32000,Sitiawan
Taman Suria II,32000,Sitiawan
Taman Tai Kim,32000,Sitiawan
Taman Teratai,32000,Sitiawan
Taman Terus Maju,32000,Sitiawan
Taman Tok Perdana,32000,Sitiawan
Taman Wazir,32000,Sitiawan
Taman Wong Bea Hea,32000,Sitiawan
Tanjung Kepah,32000,Sitiawan
Teluk Tiga,32000,Sitiawan
Ulu Kayan,32000,Sitiawan
Kampung Datok Sri Kamarudin Tambahan,32040,Seri Manjong
Kampung Permatang,32040,Seri Manjong
Kampung Sungai Parit,32040,Seri Manjong
Kampung Tersusun Pundut 2,32040,Seri Manjong
Kompleks Pentadbiran Tanah dan Daerah Manjong,32040,Seri Manjong
Kuarters Polis Daerah Manjong,32040,Seri Manjong
Majlis Daerah Manjong,32040,Seri Manjong
Pasir Pandak,32040,Seri Manjong
Pasir Panjang Barat,32040,Seri Manjong
Pasir Panjang Laut,32040,Seri Manjong
Pasir Panjang Timur,32040,Seri Manjong
Pejabat Bomba,32040,Seri Manjong
Pejabat Imigresen,32040,Seri Manjong
Pejabat Jabatan Pengangkutan Jalan,32040,Seri Manjong
Pejabat Kemas,32040,Seri Manjong
Pejabat Pertubuhan Peladang,32040,Seri Manjong
Pejabat TNB,32040,Seri Manjong
Pusat Perniagaan Manjong 1,32040,Seri Manjong
Pusat Perniagaan Manjong 2,32040,Seri Manjong
Seri Manjong,32040,Seri Manjong
Sungai Limau,32040,Seri Manjong
Sungai Parit,32040,Seri Manjong
Taman Berkat,32040,Seri Manjong
Taman Cantik,32040,Seri Manjung
Taman Desa Manjung Point,32040,Seri Manjung
Taman Fasa 1 E,32040,Seri Manjong
Taman Fasa 103,32040,Seri Manjong
Taman Fasa 2A,32040,Seri Manjung
Taman Fasa 2B,32040,Seri Manjung
Taman Fasa 2C,32040,Seri Manjung
Taman Fasa 2C1,32040,Seri Manjung
Taman Fasa 2D,32040,Seri Manjung
Taman Fasa 2F,32040,Seri Manjung
Taman Fasa 2G,32040,Seri Manjung
Taman Fasa 2H,32040,Seri Manjung
Taman Fasa 2I (2i),32040,Seri Manjung
Taman Fasa 2J,32040,Seri Manjung
Taman Fasa 3A,32040,Seri Manjung
Taman Fasa 3B,32040,Seri Manjung
Taman Fasa 3C,32040,Seri Manjung
Taman Fasa ID 1,32040,Seri Manjung
Taman Fasa ID 2,32040,Seri Manjung
Taman Manjong Point Seksyen 2,32040,Seri Manjong
Taman Manjung Point Seksyen 1,32040,Seri Manjong
Taman Samudera,32040,Seri Manjung
Taman Samudra Baru,32040,Seri Manjong
Teluk Pencalang,32040,Seri Manjong
Bangunan Mahkamah Majistret,32040,Seri Manjong
Bangunan Pentadbiran Kerajaan Persekutuan,32040,Seri Manjong
Desa Bayu,32040,Seri Manjong
"Fasa 1C1, 1C2, 1C3 dan 1C4 (Rumah Kedai)",32040,Seri Manjong
Institut Kemahiran Mara,32040,Seri Manjong
Kampung Datok Sri Kamaruddin,32040,Seri Manjung
Pengkalan Tentera Laut Diraja Malaysia (TLDM),32100,TLDM Lumut
Batu 1 Jalan Lumut,32200,Lumut
Batu 2 Pundut,32200,Lumut
Batu 3 Pundut,32200,Lumut
Damar Laut,32200,Lumut
Jalan Makhoda Mohd Taib,32200,Lumut
Jalan Pasir Panjang,32200,Lumut
Jalan Pegawai,32200,Lumut
Jalan Raja Muda Musa,32200,Lumut
Jalan Sultan Iskandar,32200,Lumut
Jalan Sultan Yusof Izuddin,32200,Lumut
Jalan Titi Panjang,32200,Lumut
Kampung Ban Joo Seng,32200,Lumut
Kampung Batu 1 - 9,32200,Lumut
Kampung Batu 10 Segari,32200,Lumut
Kampung Damar Laut,32200,Lumut
Kampung Kedah,32200,Lumut
Kampung Padang Tembak,32200,Lumut
Kampung Pundut,32200,Lumut
Kampung Segari,32200,Lumut
Kampung Semangat,32200,Lumut
Kampung Tanjong Batu,32200,Lumut
Kampung Telok Muroh,32200,Lumut
Kampung Tersusun Pundut,32200,Lumut
Ladang Segari,32200,Lumut
Lumut,32200,Lumut
Persiaran Manjung Raya (1 - 4),32200,Lumut
Persiaran Venice Intan (1 -12),32200,Lumut
Persiaran Venice Sutera (1 - 9),32200,Lumut
Pundut,32200,Lumut
Segari,32200,Lumut
Simpang Tulok Muroh,32200,Lumut
Taman Bukit Maju,32200,Lumut
Taman Bukit Maju 1,32200,Lumut
Taman Bukit Maju 2,32200,Lumut
Taman Lumut Mewah,32200,Lumut
Taman Melati,32200,Lumut
Taman Pantai Lumut Impian,32200,Lumut
Taman Permata,32200,Lumut
Taman Segari,32200,Lumut
Taman Seri Batik,32200,Lumut
Tanjung Batu,32200,Lumut
Teluk Batik,32200,Lumut
Teluk Muroh,32200,Lumut
Teluk Senangin,32200,Lumut
Jalan Belakang Pangkor,32300,Pangkor
Jalan Besar Sungai Pinang,32300,Pangkor
Jalan Kilang Ais Lama,32300,Pangkor
Jalan Panggong Wayang SPK,32300,Pangkor
Jalan Pasir Bogak,32300,Pangkor
Jalan Tepi Laut SPB,32300,Pangkor
Jalan Tepi Laut Sungai Pinang Kecil,32300,Pangkor
Kampung Hussin,32300,Pangkor
Kampung Kilang Ais Lama,32300,Pangkor
Kampung Masjid,32300,Pangkor
Kampung Melayu Pasir Bogak,32300,Pangkor
Kampung Pasir Bogak,32300,Pangkor
Kampung Sungai Pinang Besar,32300,Pangkor
Kampung Sungai Pinang Kecil,32300,Pangkor
Kampung Telok Chempadak,32300,Pangkor
Kampung Telok Dalam,32300,Pangkor
Kampung Telok Gedong,32300,Pangkor
Kampung Telok Kechil,32300,Pangkor
Kampung Telok Nipah,32300,Pangkor
Kampung Tengah,32300,Pangkor
Ladang Beh Ai Hoe,32300,Pangkor
Ladang Beh Kim Chooi,32300,Pangkor
Ladang Ong Soon Kim,32300,Pangkor
Pasir Bogak,32300,Pangkor
Pekan Pangkor (Jalan Besar),32300,Pangkor
Perumahan Awam Pangkor,32300,Pangkor
Sungai Pinang Besar,32300,Pangkor
Sungai Pinang Kecil,32300,Pangkor
Taman Bogak Permai,32300,Pangkor
Taman Desa Pangkor,32300,Pangkor
Taman Foo Lin Kong,32300,Pangkor
Taman Seri Pangkor,32300,Pangkor
Teluk Baru - Teluk Gedong,32300,Pangkor
Teluk Gedong,32300,Pangkor
Teluk Kechil,32300,Pangkor
Taman Damai 1 - 3,32400,Ayer Tawar
Taman Desa Baru,32400,Ayer Tawar
Taman Desa Jaya,32400,Ayer Tawar
Taman Dindings,32400,Ayer Tawar
Taman Emas,32400,Ayer Tawar
Taman Gembira,32400,Ayer Tawar
Taman Indah Ria,32400,Ayer Tawar
Taman Iswara,32400,Ayer Tawar
Taman Jasmin,32400,Ayer Tawar
Taman Kenari,32400,Ayer Tawar
Taman Ling Sing Hang,32400,Ayer Tawar
Taman Maju Mewah,32400,Ayer Tawar
Taman Makmur (1 & 2),32400,Ayer Tawar
Taman Manickavasagam,32400,Ayer Tawar
Taman Matahari,32400,Ayer Tawar
Taman Mawar,32400,Ayer Tawar
Taman Megah Jaya,32400,Ayer Tawar
Taman Orkid,32400,Ayer Tawar
Taman Pegoh,32400,Ayer Tawar
Taman Pelangi,32400,Ayer Tawar
Taman Permata,32400,Ayer Tawar
Taman Selamat,32400,Ayer Tawar
Taman Seri Perak,32400,Ayer Tawar
Taman Seri Wangi,32400,Ayer Tawar
Taman Sri Ayer Tawar,32400,Ayer Tawar
Taman Sri Indah,32400,Ayer Tawar
Taman Sri Megah,32400,Ayer Tawar
Taman Sri Melur,32400,Ayer Tawar
Taman Sri Sentosa,32400,Ayer Tawar
Taman Sungai Wang (1 & 2),32400,Ayer Tawar
Telaga Nenas,32400,Ayer Tawar
Api Kong,32400,Ayer Tawar
Ayer Tawar,32400,Ayer Tawar
Bakar Bata,32400,Ayer Tawar
Batu 15 hingga 20 Jalan Bruas,32400,Ayer Tawar
Batu 43 hingga 45 Jalan Sitiawan,32400,Ayer Tawar
Belakang Kampung Baru,32400,Ayer Tawar
Changkat Chermin,32400,Ayer Tawar
Felcra Kampung Kurnia Gelong Gajah,32400,Ayer Tawar
Gelong Gajah,32400,Ayer Tawar
Jalan Baru,32400,Ayer Tawar
Jalan Besar,32400,Ayer Tawar
Jalan Gereja,32400,Ayer Tawar
Jalan Kilang Kelapa Sawit,32400,Ayer Tawar
Jalan Klinik,32400,Ayer Tawar
Jalan Lapeh,32400,Ayer Tawar
Jalan Lee Boi Choon,32400,Ayer Tawar
Jalan Ling Sing Hang,32400,Ayer Tawar
Jalan Melayu,32400,Ayer Tawar
Jalan Sekolah,32400,Ayer Tawar
Jalan Tengah (Central Road),32400,Ayer Tawar
Kampung Ambika,32400,Ayer Tawar
Kampung Ayer Estate,32400,Ayer Tawar
Kampung Ayer Tawar,32400,Ayer Tawar
Kampung Bakar Bata,32400,Ayer Tawar
Kampung Banjar,32400,Ayer Tawar
Kampung Baru,32400,Ayer Tawar
Kampung Baru (L),32400,Ayer Tawar
Kampung Changkat Assam,32400,Ayer Tawar
Kampung Changkat Chermin,32400,Ayer Tawar
Kampung Columbia,32400,Ayer Tawar
Kampung Gelong Gajah,32400,Ayer Tawar
Kampung Jelutong,32400,Ayer Tawar
Kampung Jering,32400,Ayer Tawar
Kampung Kurnia,32400,Ayer Tawar
Kampung Lalang,32400,Ayer Tawar
Kampung Merbau,32400,Ayer Tawar
Kampung Muhibbah Fasa 1,32400,Ayer Tawar
Kampung Paya Nibong,32400,Ayer Tawar
Kampung Raja Hitam,32400,Ayer Tawar
Kampung Seberang Tambang,32400,Ayer Tawar
Kampung Sungai Pasir,32400,Ayer Tawar
Kampung Sungai Ramai,32400,Ayer Tawar
Kampung Sungai Tiong,32400,Ayer Tawar
Kampung Sungai Wangi,32400,Ayer Tawar
Kampung Tebok,32400,Ayer Tawar
Kampung Telok,32400,Ayer Tawar
Kampung Tengah,32400,Ayer Tawar
Kampung Tersusun Gelong Gajah,32400,Ayer Tawar
Kampung Tun Sambathan,32400,Ayer Tawar
Kampung Willingdon,32400,Ayer Tawar
Ladang Bilham,32400,Ayer Tawar
Ladang Cashwood,32400,Ayer Tawar
Ladang Changkat Cermin,32400,Ayer Tawar
Ladang Fima,32400,Ayer Tawar
Ladang Harcroft,32400,Ayer Tawar
Ladang Kelapa Sawit,32400,Ayer Tawar
Ladang Lim Swee Aun,32400,Ayer Tawar
Ladang Raja Hitam,32400,Ayer Tawar
Ladang Rycroft,32400,Ayer Tawar
Ladang Ulu Ayer Tawar,32400,Ayer Tawar
Ladang Walbrook,32400,Ayer Tawar
Northward,32400,Ayer Tawar
Perumahan Awam 1 & 2,32400,Ayer Tawar
Rumah Murah,32400,Ayer Tawar
Stesen Komuniikasi TLDM,32400,Ayer Tawar
Sungai Tiong,32400,Ayer Tawar
Taman Ayer Tawar 1 & 2,32400,Ayer Tawar
Taman Ayer Tawar Jaya (1 & 2),32400,Ayer Tawar
Taman Bandar,32400,Ayer Tawar
Taman Bersatu,32400,Ayer Tawar
Taman Biru,32400,Ayer Tawar
Taman Bistari,32400,Ayer Tawar
Taman Bunga Raya,32400,Ayer Tawar
Taman Cahaya Jering,32400,Ayer Tawar
Belakang Taman Teck Seng,32500,Changkat Keruing
Changkat Keruing,32500,Changkat Keruing
Kampung 40 Rantai,32500,Changkat Keruing
Kampung Bagan Serai,32500,Changkat Keruing
Kampung Baru,32500,Changkat Keruing
Kampung Beting Luas,32500,Changkat Keruing
Kampung Empat Puloh Rantai,32500,Changkat Keruing
Kampung Gunung Tunggal,32500,Changkat Keruing
Kampung Indian Settlement,32500,Changkat Keruing
Kampung Ldg Ong Chin Seong,32500,Changkat Keruing
Kampung Ldg Ong Lai,32500,Changkat Keruing
Kampung Lubok Pusing,32500,Changkat Keruing
Kampung Nesa,32500,Changkat Keruing
Lubok Pusing,32500,Changkat Keruing
Taman Berlian 1,32500,Changkat Keruing
Taman Berlian 2,32500,Changkat Keruing
Taman Desa Kruing,32500,Changkat Keruing
Taman Intan,32500,Changkat Keruing
Taman Sinar,32500,Changkat Keruing
Taman Teck Seng,32500,Changkat Keruing
Ayer Mati,32600,Bota
Balai Bomba Daerah Sri Iskandar,32600,Bota
Bandar Seri Iskandar,32600,Bota
Bendang Bakong,32600,Bota
Bota,32600,Bota
Durian Kudong,32600,Bota
Ekor Bota,32600,Bota
Felcra Nasaruddin,32600,Bota
Gedong Batu,32600,Bota
Institut Latihan Kemas,32600,Bota
Jabatan Penerangan Daerah Sri Iskandar,32600,Bota
Kampung Aji Hilir,32600,Bota
Kampung Aji Hulu,32600,Bota
Kampung Alor Belibeh,32600,Bota
Kampung Asam Kumbang,32600,Bota
Kampung Baru,32600,Bota
Kampung Baru Lambok Kiri,32600,Bota
Kampung Bendang Bakong,32600,Bota
Kampung Bota Kiri,32600,Bota
Kampung Changkat Melintang,32600,Bota
Kampung Changkat Panchor,32600,Bota
Kampung Durian Kudong,32600,Bota
Kampung Haji,32600,Bota
Kampung Jalan Makam,32600,Bota
Kampung Jalan Tronoh,32600,Bota
Kampung Kubang Candong,32600,Bota
Kampung Kubang Ikan,32600,Bota
Kampung Masjid Lama,32600,Bota
Kampung Nasaruddin,32600,Bota
Kampung Padang Changkat,32600,Bota
Kampung Padang Kuncur,32600,Bota
Kampung Panchor,32600,Bota
Kampung Parit,32600,Bota
Kampung Pendiat,32600,Bota
Kampung Pulau,32600,Bota
Kampung Pulau Bota Kanan,32600,Bota
Kampung Pulau Padang,32600,Bota
Kampung Pulau Pisang,32600,Bota
Kampung Pulau Selat,32600,Bota
Kampung Sedingka,32600,Bota
Kampung Selat,32600,Bota
Kampung Selat Bota Kanan,32600,Bota
Kampung Suak Padi,32600,Bota
Kampung Sungai Pendiat,32600,Bota
Kampung Tali Ayer,32600,Bota
Kampung Tanjong Gelugor,32600,Bota
Kampung Tembok Hangat,32600,Bota
Kampung Tonjong Aur,32600,Bota
Kerajaan Seri Iskandar,32600,Bota
Kompleks Perumahan Kakitangan Kerajaan,32600,Bota
Kubang Chandong,32600,Bota
Kubang Ikan,32600,Bota
Padang Changkat,32600,Bota
Padang Kuncur,32600,Bota
Padang Tengah,32600,Bota
Padang Tenggala,32600,Bota
Parit 9 - 14 Titi Gantong,32600,Bota
PerKampungan Binjai Jaya,32600,Bota
PerKampungan Tersusun Gelung Pepuyu,32600,Bota
Perumahan Awam Gelung Pepuyu,32600,Bota
Pulau Padang,32600,Bota
Pulau Pisang,32600,Bota
RPA Changkat Sodang,32600,Bota
Sauk Padi,32600,Bota
Serdang Seri Iskandar,32600,Bota
Setesen Komunikasi (SKTLDM),32600,Bota
Sungai Pendiat,32600,Bota
Taman Dahlia,32600,Bota
Taman Desa Seri Iskandar,32600,Bota
Taman Indera,32600,Bota
Taman Indera Barat,32600,Bota
Taman Indera Putra,32600,Bota
Taman Iskandar Perdana,32600,Bota
